frame_id,label,class_id,surgical_content_ratio,surgery_proportion,tool_proportion,non_surgery_proportion
PKlwEz_kjLY_PKlwEz_kjLY_frame_0197.jpg,Highly Informative,2,1,0.9092,0.0908,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0198.jpg,Highly Informative,2,1,0.8285,0.1715,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0199.jpg,Highly Informative,2,1,0.8404,0.1596,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0200.jpg,Highly Informative,2,1,0.7386,0.2614,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0201.jpg,Highly Informative,2,1,0.9611,0.0389,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0202.jpg,Highly Informative,2,1,0.8407,0.1593,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0203.jpg,Highly Informative,2,1,0.9338,0.0662,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0204.jpg,Highly Informative,2,1,0.6852,0.3148,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0205.jpg,Highly Informative,2,1,0.8749,0.1251,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0206.jpg,Highly Informative,2,1,0.9007,0.0993,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0207.jpg,Highly Informative,2,1,0.8834,0.1166,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0208.jpg,Highly Informative,2,1,0.8753,0.1247,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0209.jpg,Highly Informative,2,1,0.7855,0.2145,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0210.jpg,Highly Informative,2,1,0.8907,0.1093,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0211.jpg,Highly Informative,2,1,0.9071,0.0929,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0212.jpg,Highly Informative,2,1,0.9116,0.0884,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0213.jpg,Highly Informative,2,1,0.8889,0.1111,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0214.jpg,Highly Informative,2,1,0.8832,0.1168,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0215.jpg,Highly Informative,2,1,0.8414,0.1586,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0216.jpg,Highly Informative,2,1,0.8146,0.1854,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0217.jpg,Highly Informative,2,1,0.9117,0.0883,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0218.jpg,Highly Informative,2,1,0.9658,0.0342,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0219.jpg,Highly Informative,2,1,0.9629,0.0371,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0220.jpg,Highly Informative,2,1,0.9613,0.0387,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0221.jpg,Highly Informative,2,1,0.8062,0.1938,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0222.jpg,Highly Informative,2,1,0.8459,0.1541,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0223.jpg,Highly Informative,2,1,0.9212,0.0788,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0224.jpg,Highly Informative,2,1,0.9064,0.0936,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0225.jpg,Highly Informative,2,1,0.7769,0.2231,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0226.jpg,Highly Informative,2,1,0.8539,0.1461,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0227.jpg,Highly Informative,2,1,0.9702,0.0298,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0228.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0229.jpg,Highly Informative,2,1,0.9789,0.0211,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0230.jpg,Highly Informative,2,1,0.8638,0.1362,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0231.jpg,Highly Informative,2,1,0.8591,0.1409,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0232.jpg,Highly Informative,2,1,0.8727,0.1273,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0233.jpg,Highly Informative,2,1,0.9228,0.0772,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0234.jpg,Highly Informative,2,1,0.8206,0.1794,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0235.jpg,Highly Informative,2,1,0.8431,0.1569,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0236.jpg,Highly Informative,2,1,0.9373,0.0627,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0237.jpg,Highly Informative,2,1,0.8736,0.1264,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0238.jpg,Highly Informative,2,1,0.906,0.094,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0239.jpg,Highly Informative,2,1,0.9426,0.0574,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0240.jpg,Highly Informative,2,1,0.9274,0.0726,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0241.jpg,Highly Informative,2,1,0.9762,0.0238,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0242.jpg,Highly Informative,2,1,0.951,0.049,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0243.jpg,Highly Informative,2,1,0.9508,0.0492,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0244.jpg,Highly Informative,2,1,0.9871,0.0129,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0245.jpg,Highly Informative,2,1,0.9098,0.0902,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0246.jpg,Highly Informative,2,1,0.7524,0.2476,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0247.jpg,Highly Informative,2,1,0.7963,0.2037,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0248.jpg,Highly Informative,2,1,0.8447,0.1553,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0249.jpg,Highly Informative,2,1,0.9142,0.0858,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0250.jpg,Highly Informative,2,1,0.814,0.186,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0251.jpg,Highly Informative,2,1,0.8918,0.1082,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0252.jpg,Highly Informative,2,1,0.852,0.148,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0253.jpg,Highly Informative,2,1,0.9013,0.0987,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0254.jpg,Highly Informative,2,1,0.9024,0.0976,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0255.jpg,Highly Informative,2,1,0.8874,0.1126,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0256.jpg,Highly Informative,2,1,0.8638,0.1362,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0257.jpg,Highly Informative,2,1,0.9495,0.0505,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0258.jpg,Highly Informative,2,1,0.9527,0.0473,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0259.jpg,Highly Informative,2,1,0.8511,0.1489,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0260.jpg,Highly Informative,2,1,0.9553,0.0447,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0261.jpg,Highly Informative,2,1,0.9323,0.0677,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0262.jpg,Highly Informative,2,1,0.8446,0.1554,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0263.jpg,Highly Informative,2,1,0.8266,0.1734,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0264.jpg,Highly Informative,2,1,0.9709,0.0291,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0265.jpg,Highly Informative,2,1,0.8693,0.1307,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0266.jpg,Highly Informative,2,1,0.9282,0.0718,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0267.jpg,Highly Informative,2,1,0.9365,0.0635,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0268.jpg,Highly Informative,2,1,0.9564,0.0436,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0269.jpg,Highly Informative,2,1,0.9538,0.0462,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0270.jpg,Highly Informative,2,1,0.9739,0.0261,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0271.jpg,Highly Informative,2,1,0.9794,0.0206,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0272.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0273.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0274.jpg,Highly Informative,2,1,0.7806,0.2194,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0275.jpg,Highly Informative,2,1,0.9445,0.0555,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0276.jpg,Highly Informative,2,1,0.8639,0.1361,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0277.jpg,Highly Informative,2,1,0.7926,0.2074,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0278.jpg,Highly Informative,2,1,0.8721,0.1279,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0279.jpg,Highly Informative,2,1,0.8697,0.1303,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0280.jpg,Highly Informative,2,1,0.8992,0.1008,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0281.jpg,Highly Informative,2,1,0.6954,0.3046,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0282.jpg,Highly Informative,2,1,0.8938,0.1062,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0283.jpg,Highly Informative,2,1,0.9044,0.0956,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0284.jpg,Highly Informative,2,1,0.9457,0.0543,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0285.jpg,Highly Informative,2,1,0.9467,0.0533,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0286.jpg,Highly Informative,2,1,0.944,0.056,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0287.jpg,Highly Informative,2,1,0.9783,0.0217,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0288.jpg,Highly Informative,2,1,0.8304,0.1696,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0289.jpg,Highly Informative,2,1,0.7125,0.2875,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0290.jpg,Highly Informative,2,1,0.7517,0.2483,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0291.jpg,Highly Informative,2,1,0.9573,0.0427,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0292.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0293.jpg,Highly Informative,2,1,0.9233,0.0767,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0294.jpg,Highly Informative,2,1,0.9337,0.0663,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0295.jpg,Highly Informative,2,1,0.9233,0.0767,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0296.jpg,Highly Informative,2,1,0.9154,0.0846,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0297.jpg,Highly Informative,2,1,0.937,0.063,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0298.jpg,Highly Informative,2,1,0.8745,0.1255,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0299.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0300.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0301.jpg,Highly Informative,2,1,0.8684,0.1316,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0302.jpg,Highly Informative,2,1,0.9279,0.0721,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0303.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0304.jpg,Highly Informative,2,1,0.9901,0.0099,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0305.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0306.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0307.jpg,Highly Informative,2,1,0.9338,0.0662,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0308.jpg,Highly Informative,2,1,0.9482,0.0518,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0309.jpg,Highly Informative,2,1,0.8901,0.1099,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0310.jpg,Highly Informative,2,1,0.914,0.086,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0311.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0312.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0313.jpg,Highly Informative,2,1,0.9957,0.0043,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0314.jpg,Highly Informative,2,1,0.56,0.44,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0315.jpg,Highly Informative,2,1,0.9499,0.0501,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0316.jpg,Highly Informative,2,1,0.91,0.09,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0317.jpg,Highly Informative,2,1,0.8951,0.1049,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0318.jpg,Highly Informative,2,1,0.9477,0.0523,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0319.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0320.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0321.jpg,Highly Informative,2,1,0.9603,0.0397,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0322.jpg,Highly Informative,2,1,0.908,0.092,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0323.jpg,Highly Informative,2,1,0.9896,0.0104,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0324.jpg,Highly Informative,2,1,0.9091,0.0909,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0325.jpg,Highly Informative,2,1,0.9338,0.0662,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0326.jpg,Highly Informative,2,1,0.9736,0.0264,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0327.jpg,Highly Informative,2,1,0.9159,0.0841,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0328.jpg,Highly Informative,2,1,0.9314,0.0686,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0329.jpg,Highly Informative,2,1,0.8509,0.1491,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0330.jpg,Highly Informative,2,1,0.9489,0.0511,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0331.jpg,Highly Informative,2,1,0.7436,0.2564,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0332.jpg,Highly Informative,2,1,0.8928,0.1072,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0333.jpg,Highly Informative,2,1,0.9534,0.0466,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0334.jpg,Highly Informative,2,1,0.9724,0.0276,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0335.jpg,Highly Informative,2,1,0.9376,0.0624,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0336.jpg,Highly Informative,2,1,0.9541,0.0459,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0337.jpg,Highly Informative,2,1,0.8853,0.1147,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0338.jpg,Highly Informative,2,1,0.9909,0.0091,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0339.jpg,Highly Informative,2,1,0.9488,0.0512,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0340.jpg,Highly Informative,2,1,0.9551,0.0449,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0341.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0342.jpg,Highly Informative,2,1,0.8603,0.1397,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0343.jpg,Highly Informative,2,1,0.8419,0.1581,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0344.jpg,Highly Informative,2,1,0.9055,0.0945,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0345.jpg,Highly Informative,2,1,0.9444,0.0556,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0346.jpg,Highly Informative,2,1,0.8714,0.1286,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0347.jpg,Highly Informative,2,1,0.9334,0.0666,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0348.jpg,Highly Informative,2,1,0.7844,0.2156,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0349.jpg,Highly Informative,2,1,0.8104,0.1896,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0350.jpg,Highly Informative,2,1,0.9063,0.0937,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0351.jpg,Highly Informative,2,1,0.7511,0.2489,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0352.jpg,Highly Informative,2,1,0.8316,0.1684,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0353.jpg,Highly Informative,2,1,0.8771,0.1229,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0354.jpg,Highly Informative,2,1,0.8073,0.1927,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0355.jpg,Highly Informative,2,1,0.8413,0.1587,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0356.jpg,Highly Informative,2,1,0.8141,0.1859,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0357.jpg,Highly Informative,2,1,0.9081,0.0919,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0358.jpg,Highly Informative,2,1,0.9138,0.0862,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0359.jpg,Highly Informative,2,1,0.8555,0.1445,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0360.jpg,Highly Informative,2,1,0.7973,0.2027,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0361.jpg,Highly Informative,2,1,0.7843,0.2157,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0362.jpg,Highly Informative,2,1,0.796,0.204,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0363.jpg,Highly Informative,2,1,0.8021,0.1979,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0364.jpg,Highly Informative,2,1,0.869,0.131,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0365.jpg,Highly Informative,2,1,0.8211,0.1789,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0366.jpg,Highly Informative,2,1,0.8415,0.1585,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0367.jpg,Highly Informative,2,1,0.7637,0.2363,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0368.jpg,Highly Informative,2,1,0.7744,0.2256,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0369.jpg,Highly Informative,2,1,0.8092,0.1908,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0370.jpg,Highly Informative,2,1,0.8701,0.1299,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0371.jpg,Highly Informative,2,1,0.8806,0.1194,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0372.jpg,Highly Informative,2,1,0.9497,0.0503,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0373.jpg,Highly Informative,2,1,0.8488,0.1512,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0374.jpg,Highly Informative,2,1,0.8889,0.1111,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0375.jpg,Highly Informative,2,1,0.8106,0.1894,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0376.jpg,Highly Informative,2,1,0.8757,0.1243,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0377.jpg,Highly Informative,2,1,0.8729,0.1271,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0378.jpg,Highly Informative,2,1,0.8475,0.1525,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0379.jpg,Highly Informative,2,1,0.9186,0.0814,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0380.jpg,Highly Informative,2,1,0.9335,0.0665,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0381.jpg,Highly Informative,2,1,0.9386,0.0614,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0382.jpg,Highly Informative,2,1,0.9136,0.0864,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0383.jpg,Highly Informative,2,1,0.9172,0.0828,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0384.jpg,Highly Informative,2,1,0.8879,0.1121,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0385.jpg,Highly Informative,2,1,0.9617,0.0383,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0386.jpg,Highly Informative,2,1,0.9231,0.0769,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0387.jpg,Highly Informative,2,1,0.8668,0.1332,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0388.jpg,Highly Informative,2,1,0.846,0.154,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0389.jpg,Highly Informative,2,1,0.8858,0.1142,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0390.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0391.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0392.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0393.jpg,Highly Informative,2,1,0.9091,0.0909,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0394.jpg,Highly Informative,2,1,0.7869,0.2131,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0395.jpg,Highly Informative,2,1,0.8941,0.1059,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0396.jpg,Highly Informative,2,1,0.966,0.034,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0397.jpg,Highly Informative,2,1,0.8271,0.1729,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0398.jpg,Highly Informative,2,1,0.9783,0.0217,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0399.jpg,Highly Informative,2,1,0.9395,0.0605,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0400.jpg,Highly Informative,2,1,0.7059,0.2941,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0401.jpg,Highly Informative,2,1,0.7721,0.2279,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0402.jpg,Highly Informative,2,1,0.9685,0.0315,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0403.jpg,Highly Informative,2,1,0.943,0.057,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0404.jpg,Highly Informative,2,1,0.7458,0.2542,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0405.jpg,Highly Informative,2,1,0.9584,0.0416,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0406.jpg,Highly Informative,2,1,0.884,0.116,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0407.jpg,Highly Informative,2,1,0.8973,0.1027,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0408.jpg,Highly Informative,2,1,0.8729,0.1271,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0409.jpg,Highly Informative,2,1,0.8582,0.1418,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0410.jpg,Highly Informative,2,1,0.8459,0.1541,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0411.jpg,Highly Informative,2,1,0.8703,0.1297,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0412.jpg,Highly Informative,2,1,0.956,0.044,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0413.jpg,Highly Informative,2,1,0.9445,0.0555,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0414.jpg,Highly Informative,2,1,0.9128,0.0872,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0415.jpg,Highly Informative,2,1,0.9933,0.0067,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0416.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0417.jpg,Highly Informative,2,1,0.9759,0.0241,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0418.jpg,Highly Informative,2,1,0.8592,0.1408,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0419.jpg,Highly Informative,2,1,0.9466,0.0534,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0420.jpg,Highly Informative,2,1,0.8912,0.1088,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0421.jpg,Highly Informative,2,1,0.7173,0.2827,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0422.jpg,Highly Informative,2,1,0.9503,0.0497,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0423.jpg,Highly Informative,2,1,0.9069,0.0931,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0424.jpg,Highly Informative,2,1,0.9246,0.0754,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0425.jpg,Highly Informative,2,1,0.8026,0.1974,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0426.jpg,Highly Informative,2,1,0.936,0.064,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0427.jpg,Highly Informative,2,1,0.9056,0.0944,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0428.jpg,Highly Informative,2,1,0.8427,0.1573,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0429.jpg,Highly Informative,2,1,0.9031,0.0969,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0430.jpg,Highly Informative,2,1,0.829,0.171,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0431.jpg,Highly Informative,2,1,0.8002,0.1998,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0432.jpg,Highly Informative,2,1,0.7714,0.2286,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0433.jpg,Highly Informative,2,1,0.7496,0.2504,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0434.jpg,Highly Informative,2,1,0.7933,0.2067,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0435.jpg,Highly Informative,2,1,0.8799,0.1201,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0436.jpg,Highly Informative,2,1,0.9765,0.0235,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0437.jpg,Highly Informative,2,1,1,0,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0438.jpg,Highly Informative,2,1,0.8888,0.1112,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0439.jpg,Highly Informative,2,1,0.996,0.004,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0440.jpg,Highly Informative,2,1,0.9029,0.0971,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0441.jpg,Highly Informative,2,1,0.864,0.136,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0442.jpg,Highly Informative,2,1,0.9353,0.0647,0
PKlwEz_kjLY_PKlwEz_kjLY_frame_0443.jpg,Highly Informative,2,1,0.9052,0.0948,0
